"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"federal", "pay", 0.9269, "undirected", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News", "Illegal immigrant sentenced to 18 months in prison in 'total identity theft ... - Fox News", "Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com"
"federal", "business", 0.9689, "undirected", "Northeastern Junior College's Business Day provides tips on preventing ... - Journal-Advocate", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime", "Kniss says she was victim of identity theft - Palo Alto Online", "LSC-Kingwood to host identity theft presentations - Your Houston News", "Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com"
"federal", "speed", 0.9985, "undirected", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News", "Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com", "Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida"
"federal", "secure", 0.9757, "undirected", "Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "Man arrested for identity theft after using fake Social number - Aspen Daily News"
"federal", "device", 0.9882, "undirected", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime", "The two Miami police officers were arrested Thursday - NBC 6 South Florida", "Ex-student admits guilt in ID theft case - U-T San Diego", "St. Clair County woman gets 4 years for identity theft - STLtoday.com"
"federal", "occupations", 0.8765, "undirected", "Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com", "Federal stats: Identity theft of medical records on rise - Newsday (subscription)"
"federal", "medicare", 0.9784, "undirected", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News", "Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com", "Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida"
"federal", "rank", 0.8756, "undirected", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News", "Illegal immigrant sentenced to 18 months in prison in 'total identity theft ... - Fox News"
"federal", "utility", 0.9719, "undirected", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News", "Illegal immigrant sentenced to 18 months in prison in 'total identity theft ... - Fox News"
"federal", "rating", 0.9612, "undirected", "ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist", "FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)", "South Florida leads nation in identity theft, feds report - Palm Beach Post", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "Why Identity Theft Matters - ABC News"
"federal", "samsung", 0.9592, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News"
"federal", "refund", 0.9375, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", "Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"federal", "sales", 0.9519, "undirected", " IRS Announces Crack Down ", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News", "Illegal immigrant sentenced to 18 months in prison in 'total identity theft ... - Fox News"
"federal", "administrator", 0.9170, "undirected", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News", "Illegal immigrant sentenced to 18 months in prison in 'total identity theft ... - Fox News", "Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com"
"federal", "mortgage", 0.8295, "undirected", " Here's Where You're Most Likely To Get Scammed", " U.S. Busts Massive Fake ID Scheme", "Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer", "Local Agencies Warn Against Facebook Identity Theft - WIFR", "Consumer Protection Week Focuses On Identity Theft - "
"federal", "source", 0.9849, "undirected", "Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com", "St. Clair County woman gets 4 years for identity theft - STLtoday.com", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "Protecting Yourself from Identity Theft - KTVO", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News"
"federal", "identity", 0.7466, "undirected", "Identity theft reaches three year high - CW39 NewsFix", "Have You Ever Been a Victim of Identity Theft? - Lifehacker", "Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News", "LSC-Kingwood to host identity theft presentations - Your Houston News", "ID theft in LA jumps 37% - WWL First News"
"federal", "student", 0.7329, "undirected", "Ex-student admits guilt in ID theft case - U-T San Diego", "LSC-Kingwood to host identity theft presentations - Your Houston News", "Protecting yourself against fast growing crime of identity theft - WATE-TV", "4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network", "Four indicted in federal tax fraud, identity theft case - Anchorage Daily News"
"female", "medical", 0.9540, "undirected", "Michael Gregg:  Why Your Medical Records Are No Longer Safe", "Representative's wife's files identity theft report - WCYB", "Federal stats: Identity theft of medical records on rise - Newsday (subscription)", "Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com", "Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida"
"female", "sign", 0.9741, "undirected", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Identity Theft, Credit Card Fraud: Police Blotter - Patch.com", "Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com"
"female", "proof", 0.8559, "undirected", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", " Bank Card Skimmers Steal Millions", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ"
"female", "device", 0.9995, "undirected", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime", "The two Miami police officers were arrested Thursday - NBC 6 South Florida", "NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com", "Riverside stolen car case leads to identity fraud arrests - abc7.com"
"female", "ship", 0.9628, "undirected", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft", "Identity Theft, Credit Card Fraud: Police Blotter - Patch.com"
"female", "shopping", 0.9134, "undirected", "Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "How to prevent identity theft - CBS News"
"female", "utility", 0.9957, "undirected", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette", "Colorado identity theft panelist gets identity stolen from work Monday - Denver Post", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ"
"female", "website", 0.9847, "undirected", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Avoiding identity theft-related tax refund fraud - Plain Dealer", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"female", "email", 0.9067, "undirected", "Avoiding identity theft-related tax refund fraud - Plain Dealer", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "How to Defend Against Identity Theft This Tax Season - CNBC.com", "Police Blotter: Identity Theft, No Insurance - Patch.com"
"female", "photograph", 0.9868, "undirected", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "Facebook users risk identity theft, says famous ex-conman - CBS 21"
"female", "administrator", 0.9692, "undirected", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Shredding identity theft in Jackson County - KFVS", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "Hundreds shred it to avoid becoming a victim of ID theft - WLOX", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ"
"female", "registration", 0.6773, "undirected", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Editorial: Countering ID theft requires better awareness campaigns - Engadget", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "Police Blotter: 2 Identity Theft Arrests, Retail Theft, Stolen Wallet - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ"
"female", "insurer", 0.9941, "undirected", "James Berman:  The Five Steps for Financial Fitness", "Protection Against Identity Theft - KIMT", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "Police Blotter: Identity Theft, No Insurance - Patch.com"
"female", "twitter", 0.9900, "undirected", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"female", "computers", 0.9793, "undirected", " Identity Thieves Just Love Apple", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "How to Defend Against Identity Theft This Tax Season - CNBC.com", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Former bank worker faces computer, ID theft charges - Fairfield Citizen"
"flag", "connection", 0.9834, "undirected", "Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone", "Ann Brenoff:  How I Spy On My Kids Online", "Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters", "Identity theft and the IRS, or, Who got my refund? - Reuters", "Man Arrested for Fraud, Identity Theft - Patch.com"
"flag", "health", 0.7600, "undirected", "Michael Gregg:  Why Your Medical Records Are No Longer Safe", "Federal stats: Identity theft of medical records on rise - Newsday (subscription)", "Representative's wife's files identity theft report - WCYB", "Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida", "Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)"
"flag", "compromised", 0.9508, "undirected", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Tax identity theft cases on the rise in Idaho, nationwide - KTVB", "Federal stats show identity theft on rise in Idaho - San Francisco Chronicle", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com", "Avoiding identity theft-related tax refund fraud - Plain Dealer"
"flag", "express", 0.5747, "undirected", "Identity theft and the IRS, or, Who got my refund? - Reuters", "Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters", "Ann Brenoff:  How I Spy On My Kids Online", "Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)", " Identity Thieves Just Love Apple"
"flag", "media", 0.5548, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press"
"flag", "medical", 0.7325, "undirected", "Michael Gregg:  Why Your Medical Records Are No Longer Safe", "Representative's wife's files identity theft report - WCYB", "Federal stats: Identity theft of medical records on rise - Newsday (subscription)", "Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida", "Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com"
"flag", "digits", 0.5015, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "How to prevent identity theft - CBS News", "Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press", "Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"flag", "history", 0.9595, "undirected", "Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone", "Identity theft brings 5-year term for Everett man - HeraldNet", "Ann Brenoff:  How I Spy On My Kids Online", "Ex-student admits guilt in ID theft case - U-T San Diego", "Identity theft and the IRS, or, Who got my refund? - Reuters"
"flag", "settings", 0.9770, "undirected", "Theft of Golf Clubs, Identity Theft - Patch.com", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Ann Brenoff:  How I Spy On My Kids Online", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "Mass. Man Arraigned In Alleged Identity Theft Scam - WBUR"
"flag", "application", 0.9876, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", " Identity Thieves Just Love Apple", "New reports show identity theft increasing - WPXI Pittsburgh", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com"
"flag", "design", 0.8528, "undirected", " Identity Thieves Just Love Apple", "James Berman:  The Five Steps for Financial Fitness", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com", "Ann Brenoff:  How I Spy On My Kids Online", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com"
"flag", "level", 0.9025, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013", "Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)", "Identity theft and the IRS, or, Who got my refund? - Reuters", "Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters"
"flag", "mothers", 0.8860, "undirected", "Reality Check: Identity Theft Happens to the Best of Us - BU Quad", "Identity Theft Problem Growing - KIMT", "Ann Brenoff:  How I Spy On My Kids Online", "New report shows identity theft is on the rise - KGET 17", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"flag", "series", 0.8979, "undirected", "Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013", "Ann Brenoff:  How I Spy On My Kids Online", "Identity theft and the IRS, or, Who got my refund? - Reuters", "Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune"
"flag", "ssn", 0.8146, "undirected", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", "Identity theft and taxpayers IRS Tax Tips - News Item", "Action Line: Tax identity theft protection takes effort - Tulsa World", "CPD notes increase in ID theft - Your Houston News", "Avoiding identity theft-related tax refund fraud - Plain Dealer"
"flag", "tax", 0.9150, "undirected", " IRS Announces Crack Down ", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", " A 'Tsunami' Of Tax Fraud Slams Miami", "Action Line: Tax identity theft protection takes effort - Tulsa World", "Jason Alderman:  Should You Hire a Tax Preparer?"
"flag", "sign", 0.9658, "undirected", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters", "Identity theft and the IRS, or, Who got my refund? - Reuters", "Identity theft and taxpayers IRS Tax Tips - News Item", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"flag", "site", 0.8871, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Ann Brenoff:  How I Spy On My Kids Online", "Program on identity theft set for Tuesday - Times Herald-Record"
"flag", "children", 0.5294, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "5-year-olds victims of identity theft - The Hill (blog)", "Robert Siciliano:  Maryland Child Identity Lock Bill Is Useless"
"flag", "user", 0.9769, "undirected", "Facebook users risk identity theft - RT", "Facebook users risk identity theft, says famous ex-conman - CBS 21", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"flag", "device", 0.9908, "undirected", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime", "The two Miami police officers were arrested Thursday - NBC 6 South Florida", "NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com", "Ex-student admits guilt in ID theft case - U-T San Diego"
"flag", "ship", 0.6538, "undirected", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft", "Canton woman charged by troopers in alleged identity theft - WatertownDailyTimes.com", " Identity Thieves Just Love Apple", "Identity theft and taxpayers IRS Tax Tips - News Item"
"flag", "social", 0.9888, "undirected", "Man arrested for identity theft after using fake Social number - Aspen Daily News", "Avoiding identity theft-related tax refund fraud - Plain Dealer", "CPD notes increase in ID theft - Your Houston News", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press"
"flag", "email", 0.9912, "undirected", "Avoiding identity theft-related tax refund fraud - Plain Dealer", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "How to Defend Against Identity Theft This Tax Season - CNBC.com", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com", "Jeff Hindenach:  Best Ways to Avoid Identity Theft During Tax Season"
"flag", "parents", 0.5974, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)", "Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press", "Frauding the cradle: Identity theft a growing problem for children - Chattanooga Times Free Press", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"flag", "refund", 0.7960, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com", "Action Line: Tax identity theft protection takes effort - Tulsa World"
"flag", "administrator", 0.9907, "undirected", "Shredding identity theft in Jackson County - KFVS", "Hundreds shred it to avoid becoming a victim of ID theft - WLOX", "Community Shred Day Aims to Stop Identity Theft - WTOK", "Tax identity theft cases on the rise in Idaho, nationwide - KTVB", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"flag", "network", 0.8281, "undirected", "VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)", "Rudy Giuliani Now An Identity Theft Protection Pitchman - Gothamist", "Industry leader in identity theft protection recently falls short - KTVU San Francisco", "Ann Brenoff:  How I Spy On My Kids Online", "Michael Gregg:  Why Your Medical Records Are No Longer Safe"
"flag", "android", 0.9925, "undirected", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime", "Ann Brenoff:  How I Spy On My Kids Online", " Identity Thieves Just Love Apple"
"flag", "institution", 0.8000, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com", "Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com"
"flag", "personal", 0.9973, "undirected", "State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com", "Contact 6: Avoiding identity theft - fox6now.com", "Clinic Corruption: Hospital Identity Theft - KUTV Dan Sheldon (blog)", "Identity theft: the fastest growing crime in America - Palm Beach Daily News", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"flag", "computers", 0.8465, "undirected", " Identity Thieves Just Love Apple", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "How to Defend Against Identity Theft This Tax Season - CNBC.com", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)"
"flag", "internet", 0.9786, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)", "Tax refund fraud cases drive up ID theft complaints in 2012: Plain Dealing - Plain Dealer"
"flag", "student", 0.9785, "undirected", "Ex-student admits guilt in ID theft case - U-T San Diego", "LSC-Kingwood to host identity theft presentations - Your Houston News", "Protecting yourself against fast growing crime of identity theft - WATE-TV", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime"
"google", "controls", 0.7113, "undirected", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Facebook users risk identity theft - RT", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Facebook users risk identity theft, says famous ex-conman - CBS 21", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "laptop", 0.8265, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Facebook users risk identity theft - RT", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "eye", 0.7993, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "color", 0.8590, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Facebook users risk identity theft - RT", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "purchasing", 0.9914, "undirected", "Identity theft is taxing problem - Post-Bulletin", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'"
"google", "operating", 0.9478, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Facebook users risk identity theft - RT", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "apple", 0.9198, "undirected", " Identity Thieves Just Love Apple", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'"
"google", "term", 0.8657, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "display", 0.9192, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
