"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"googl","mother","0.9794","undirected","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Facebook users risk identity theft - RT"
"googl","sign","0.8439","undirected","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft - RT"
"googl","name","0.9501","undirected","Jeanne Kelly:  Beware of This Common Creditor Error","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com"
"googl","pai","0.8902","undirected","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Facebook users risk identity theft - RT","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"googl","site","0.9860","undirected","Three arrested for identity theft profiling - Lodi News-Sentinel","Identity theft is taxing problem - Post-Bulletin","Elkton woman charged with identity theft, police seek other victims - Cecil Whig","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"googl","busi","0.9758","undirected","Northeastern Junior College's Business Day provides tips on preventing ... - Journal-Advocate","Kniss says she was victim of identity theft - Palo Alto Online","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"googl","corpor","0.9434","undirected","Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"googl","user","0.5308","undirected","Facebook users risk identity theft - RT","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft, says famous ex-conman - CBS 21","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)"
"googl","account","0.9559","undirected","Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"googl","rank","0.7470","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft - RT"
"googl","social","0.8998","undirected","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Facebook users risk identity theft - RT"
"googl","websit","0.8813","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"googl","email","0.9539","undirected","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)"
"googl","samsung","0.3945","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","Facebook users risk identity theft - RT"
"googl","photograph","0.8300","undirected","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Facebook users risk identity theft - RT","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"googl","registr","0.9575","undirected","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Editorial: Countering ID theft requires better awareness campaigns - Engadget","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"googl","network","0.7829","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21"
"googl","servic","0.9101","undirected","VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"googl","uniqu","0.9540","undirected","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft - RT"
"googl","android","0.8002","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Facebook users risk identity theft - RT"
"googl","insur","0.9963","undirected","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","James Berman:  The Five Steps for Financial Fitness","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"googl","twitter","0.8118","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)"
"googl","person","0.9468","undirected","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com","Facebook users risk identity theft - RT"
"googl","internet","0.3175","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","Facebook users risk identity theft - RT"
"googl","password","0.8776","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Editorial: Countering ID theft requires better awareness campaigns - Engadget","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"group","digit","0.9990","undirected"," Bank Card Skimmers Steal Millions","Ann Brenoff:  How I Spy On My Kids Online","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","2 men accused of identity theft ring on trial - KHON2","How to prevent identity theft - CBS News"
"group","design","0.9615","undirected"," Bank Card Skimmers Steal Millions","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"," Identity Thieves Just Love Apple","2 men accused of identity theft ring on trial - KHON2","James Berman:  The Five Steps for Financial Fitness"
"group","sign","0.9332","undirected"," Bank Card Skimmers Steal Millions","2 men accused of identity theft ring on trial - KHON2","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Man finds identity theft device on access door to Union City bank - KTVU San Francisco","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"group","proof","0.3566","undirected"," Bank Card Skimmers Steal Millions","2 men accused of identity theft ring on trial - KHON2","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Man finds identity theft device on access door to Union City bank - KTVU San Francisco","Industry leader in identity theft protection recently falls short - KTVU San Francisco"
"group","children","0.9934","undirected","Ann Brenoff:  How I Spy On My Kids Online","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","5-year-olds victims of identity theft - The Hill (blog)"
"group","user","0.6848","undirected","Facebook users risk identity theft - RT","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"group","account","0.8310","undirected","Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"," Bank Card Skimmers Steal Millions","LSO Investigating Two Cases of Identity Theft - 1011now","Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"group","locat","0.9859","undirected"," Bank Card Skimmers Steal Millions","2 men accused of identity theft ring on trial - KHON2","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com","Identity theft victim struggles to renew his license - WALB-TV"
"group","devic","0.9873","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","The two Miami police officers were arrested Thursday - NBC 6 South Florida"," Bank Card Skimmers Steal Millions","Man finds identity theft device on access door to Union City bank - KTVU San Francisco"
"group","rank","0.8978","undirected"," Bank Card Skimmers Steal Millions","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","2 men accused of identity theft ring on trial - KHON2","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"group","websit","0.5306","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Avoiding identity theft-related tax refund fraud - Plain Dealer","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"group","email","0.7400","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Avoiding identity theft-related tax refund fraud - Plain Dealer"," Bank Card Skimmers Steal Millions","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","How to Defend Against Identity Theft This Tax Season - CNBC.com"
"group","samsung","0.9836","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)"," Bank Card Skimmers Steal Millions","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","2 men accused of identity theft ring on trial - KHON2"
"group","photograph","0.9960","undirected"," Bank Card Skimmers Steal Millions","2 men accused of identity theft ring on trial - KHON2","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft, says famous ex-conman - CBS 21"
"group","sale","0.9949","undirected"," IRS Announces Crack Down "," Bank Card Skimmers Steal Millions","2 men accused of identity theft ring on trial - KHON2","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Man finds identity theft device on access door to Union City bank - KTVU San Francisco"
"group","network","0.9968","undirected"," Bank Card Skimmers Steal Millions","VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)","2 men accused of identity theft ring on trial - KHON2","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Rudy Giuliani Now An Identity Theft Protection Pitchman - Gothamist"
"group","uniqu","0.5868","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"," Bank Card Skimmers Steal Millions","2 men accused of identity theft ring on trial - KHON2","Man finds identity theft device on access door to Union City bank - KTVU San Francisco","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"group","mortgag","0.9724","undirected","Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer"," Here's Where You're Most Likely To Get Scammed"," U.S. Busts Massive Fake ID Scheme"," Bank Card Skimmers Steal Millions","Local Agencies Warn Against Facebook Identity Theft - WIFR"
"group","bank","0.3258","undirected"," Bank Card Skimmers Steal Millions","2 men accused of identity theft ring on trial - KHON2","Former bank worker faces computer, ID theft charges - Fairfield Citizen","More than dozen hit in identity theft spree - Medina County Gazette","Man finds identity theft device on access door to Union City bank - KTVU San Francisco"
"group","twitter","0.5844","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"," Bank Card Skimmers Steal Millions","Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"group","internet","0.9439","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)"," Bank Card Skimmers Steal Millions","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"group","password","0.5775","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Editorial: Countering ID theft requires better awareness campaigns - Engadget"
"health","femal","0.9882","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Representative's wife's files identity theft report - WCYB","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)"
"health","media","0.9786","undirected","Ann Brenoff:  How I Spy On My Kids Online","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"health","medic","0.1282","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Representative's wife's files identity theft report - WCYB","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com"
"health","digit","0.9753","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Ann Brenoff:  How I Spy On My Kids Online","Representative's wife's files identity theft report - WCYB","Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)"
"health","ssn","0.9625","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Representative's wife's files identity theft report - WCYB","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)"
"health","site","0.9858","undirected","Three arrested for identity theft profiling - Lodi News-Sentinel","Identity theft is taxing problem - Post-Bulletin","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Elkton woman charged with identity theft, police seek other victims - Cecil Whig","Federal stats: Identity theft of medical records on rise - Newsday (subscription)"
"health","children","0.9822","undirected","Ann Brenoff:  How I Spy On My Kids Online","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Michael Gregg:  Why Your Medical Records Are No Longer Safe","5-year-olds victims of identity theft - The Hill (blog)"
"health","secur","0.9559","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Action Line: Minimize the risk of identity theft - Bakersfield Californian","Representative's wife's files identity theft report - WCYB"
"health","devic","0.9913","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","The two Miami police officers were arrested Thursday - NBC 6 South Florida"
"health","occup","0.6637","undirected","Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Representative's wife's files identity theft report - WCYB"
"health","medicar","0.9772","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Protection Against Identity Theft - KIMT","Representative's wife's files identity theft report - WCYB"
"health","social","0.9916","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Man arrested for identity theft after using fake Social number - Aspen Daily News","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)"
"health","util","0.9995","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Representative's wife's files identity theft report - WCYB","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)"
"health","samsung","0.9941","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Representative's wife's files identity theft report - WCYB","Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)"
"health","parent","0.9962","undirected","Ann Brenoff:  How I Spy On My Kids Online","Michael Gregg:  Why Your Medical Records Are No Longer Safe","VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press","Frauding the cradle: Identity theft a growing problem for children - Chattanooga Times Free Press"
"health","administr","0.8256","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Shredding identity theft in Jackson County - KFVS","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Representative's wife's files identity theft report - WCYB"
"health","registr","0.9493","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Editorial: Countering ID theft requires better awareness campaigns - Engadget","Representative's wife's files identity theft report - WCYB","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida"
"health","network","0.8291","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Representative's wife's files identity theft report - WCYB","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)"
"health","mortgag","0.9267","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe"," Here's Where You're Most Likely To Get Scammed","Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer","Federal stats: Identity theft of medical records on rise - Newsday (subscription)"," U.S. Busts Massive Fake ID Scheme"
"health","insur","0.8328","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Protection Against Identity Theft - KIMT","James Berman:  The Five Steps for Financial Fitness","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Representative's wife's files identity theft report - WCYB"
"health","sourc","0.9895","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)","Representative's wife's files identity theft report - WCYB","Protecting Yourself from Identity Theft - KTVO"
"health","person","0.8248","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Representative's wife's files identity theft report - WCYB"
"health","comput","0.9840","undirected"," Identity Thieves Just Love Apple","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","How to Defend Against Identity Theft This Tax Season - CNBC.com"
"health","employ","0.9392","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Representative's wife's files identity theft report - WCYB","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)"
"histori","set","0.9701","undirected","Theft of Golf Clubs, Identity Theft - Patch.com","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Identity theft brings 5-year term for Everett man - HeraldNet","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Mass. Man Arraigned In Alleged Identity Theft Scam - WBUR"
"histori","score","0.9783","undirected","Free ways to protect against identity theft - CNET","Jason Alderman:  Fixing Errors on Your Credit Report","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","One New Identity Theft Victim Every 3 Seconds in 2012 - Fox Business","Contact 6: Tips to protect yourself against identity theft - fox6now.com"
"histori","applic","0.9569","undirected","Former bank worker faces computer, ID theft charges - Fairfield Citizen","Identity theft brings 5-year term for Everett man - HeraldNet","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone"," Identity Thieves Just Love Apple","New reports show identity theft increasing - WPXI Pittsburgh"
"histori","design","0.9173","undirected"," Identity Thieves Just Love Apple","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Identity theft brings 5-year term for Everett man - HeraldNet","James Berman:  The Five Steps for Financial Fitness","Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"histori","mother","0.8001","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","New report shows identity theft is on the rise - KGET 17","Identity Theft Problem Growing - KIMT","Identity theft brings 5-year term for Everett man - HeraldNet","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone"
"histori","seri","0.9641","undirected","Identity theft brings 5-year term for Everett man - HeraldNet","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Ex-student admits guilt in ID theft case - U-T San Diego","LSC-Kingwood to host identity theft presentations - Your Houston News","New report shows identity theft is on the rise - KGET 17"
"histori","site","0.9957","undirected","Three arrested for identity theft profiling - Lodi News-Sentinel","Identity theft is taxing problem - Post-Bulletin","Elkton woman charged with identity theft, police seek other victims - Cecil Whig","Ann Brenoff:  How I Spy On My Kids Online","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone"
"histori","children","0.8641","undirected","Ann Brenoff:  How I Spy On My Kids Online","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Robert Siciliano:  Maryland Child Identity Lock Bill Is Useless","5-year-olds victims of identity theft - The Hill (blog)"
